wallet,avg_amount_zscore,max_abs_amount_zscore,tx_count,tx_frequency_per_day,fan_in_degree,fan_out_degree,max_geo_velocity_kmh,avg_geo_velocity_kmh,time_of_day_entropy,entity_ground_truth,involved_in_illicit_pattern,pattern_types_involved
bc1q65kxvf1t2tala753lc58drc11ertj5pht0hl9x,-0.3173381565124673,0.6351386231920041,14,0.2653474173377862,6,9,20620.928115768544,5338.551311858923,3.640223928941852,3,False,
bc1qcjwtl9tqvdz4x1zhqimqodpxnf7c3dd03uvule,-0.5614717007155474,0.6026910212626923,4,0.06571329153998413,2,2,14.323247291855942,5.054371024385057,2.0,28,False,
bc1qot7txkdotrbad3wrdhw9re2q6jxnnngbpj4ufz,-0.4581310632477342,0.6015578751164681,5,0.11708837000792242,3,3,16954.465786441608,4264.220659965589,2.2516291673878226,3,False,
bc1qw9xa3kx7eedtjvzhwjr64dpja1wj0tpac56t4u,0.018163997567164025,3.561801895963766,22,0.4166547933494811,12,11,30205.15361846283,4783.615631170231,3.642489673166126,7,False,
bc1q01nouhtcs1k9ye9o2m71hssbelrqvslwf90km3,0.5898392858667638,2.3100530716869336,5,0.17111946990990878,2,3,1704.042747948454,426.0106869871135,1.3709505944546687,44,False,
bc1q4u89yjb1qx6gvwrdmly4lyk83tqll8os9xtogn,-0.4911754097995689,0.599841147182629,12,0.21067552717649277,6,8,168353.15749176763,16923.49769847064,3.0391486719030705,19,False,
bc1qep9p9w4j66cnoljq52wspofv177udktmonrvbj,-0.22867662670872407,0.5048435254428575,5,0.09450863277292486,3,3,40844.84939460932,10254.347948098777,1.792481250360578,10,False,
bc1qzs43c5ba75uuzpeal2w37d4ivsolmlgses6m03,1.0938814929173084,4.60036552581003,7,0.11474889477348003,1,6,170.2110495293399,32.395526235445054,2.2359263506290326,31,True,peeling
bc1ql44y9ik01l0vdp6orsnc2czo2sug5hcbbmhnqo,0.09979374615660555,1.3927619471570538,7,0.1148465787948553,4,3,10057.152744393057,1707.4943899994714,2.8073549220576037,58,False,
bc1q7yirq8rtm4j3dab42hhihxs58yreg2iv7zzj64,-0.5852490564797357,0.597610799000425,5,0.15792480951233767,3,3,158.31622078413628,48.21530845604526,2.2516291673878226,31,False,
bc1quhz1gv0e38daly8ozcywd14ve92mpnsm43d8w3,-0.5197768734069594,0.598361978015245,3,0.5546627406587904,0,3,0.0,0.0,0.9182958340544896,14,False,
bc1q8e9rivh6t1ntmjsrd9q46nouhfj7upfln4rxyj,0.4453727263292621,4.427932555363454,11,0.18088000864813508,3,9,135284.9256261905,14389.224018859017,3.084962500721156,54,True,"coinjoin,fanin"
bc1qyrmjljx8xgsic43olfark6o0u93mzywr7mkgxu,-0.22755761757178097,0.6045660736263295,5,0.15780556746809005,3,3,65359.070352288,16350.818063343833,1.9182958340544896,14,False,
bc1qk2vmwwyzx4w6xlpu0dk0get8t63j3r30me8f84,0.0033547328223351445,0.3386177097710532,3,0.056820112390708416,1,2,36.89890488447322,24.639511490396064,1.584962500721156,24,False,
bc1qnvqebwuwqheyto5f9m969f5gcl9lcqh1uf22ep,-0.38069439917744513,0.4044641953221672,4,0.07608274262436589,2,2,97.04228233853,35.76745296141527,2.0,24,False,
bc1q0fodro8bnp84dyt9moge4qxxva2ieuc1hh5lf6,-0.1464619680324145,0.5929527328603973,3,0.0866791646964323,1,3,45.11618620272217,26.763517983056214,1.5,26,False,
bc1q8zov7ln23y30ysxpnngh8riec4d145bm1enf31,-0.44995710034713254,0.6016735687187807,9,0.16933897477184645,5,4,9046.856677424548,1883.3679354430985,2.725480556997868,34,False,
bc1qi5ldslcb8qsspye9r1f63ai9hasez2nx1wvbd4,0.42212033148282696,2.525431612403683,9,0.147697749926588,5,4,156634.37657749263,20918.7608851343,2.5032583347756456,26,True,"fanin,fanout"
bc1q6q3xlrfcd6mzsgippsfnkomv2xcdyk0x65mufm,0.9986192343707813,2.3124129299395864,2,0.35816589216056116,0,2,0.0,0.0,1.0,33,False,
bc1q7bo119xp9n56nyxtxmgtt0iaakytt3imj70e3p,-0.5576592477100685,0.5886960002608764,6,0.2707318219562254,3,4,108.12180145116888,42.616885762069685,2.521640636343318,51,False,
bc1q39moft6yriaddur82c06xq9jb354mype46aexl,-0.5514169162830946,0.5514169162830946,2,0.3610078134792964,1,1,6.91338776967247,6.91338776967247,1.0,14,False,
bc1q2x2ezc7fov2ygnmby49e7eobjlzy1uu9ymszdx,-0.5728163667557757,0.5911639793312929,3,0.05646522465404157,2,1,83.95264448838259,45.88056512680889,1.584962500721156,29,False,
bc1qimyn4u9bxf445cri8bixoiq2q4qerxdouadvwk,0.11549263517777532,1.543321734793701,6,0.11308629155932122,3,3,255.3733593780515,56.73917453206259,2.2516291673878226,44,False,
bc1qzmpjrht7zewviytwbozd1at7o75rh8lx6dut07,0.16588762074246596,3.6312984284643086,13,0.21411463825835128,6,8,44854.33200787901,6663.584140545611,3.0391486719030705,47,True,peeling
bc1qi15cqzcuctsuflsehuds3qsqcq30o30ubmc97c,-0.13321981627032373,0.5547692935577428,10,0.18935512962827,4,6,15788.429134501503,2361.9194218924804,2.9219280948873623,50,False,
bc1q38xrg2gzr7txcb48y1o4izasnwywrratatj9a3,-0.3866866070748216,0.5983465405247473,4,0.06566971326505407,1,3,62.33670231785177,25.374598493179978,2.0,55,False,
bc1q5wi6fqjja26yfpmvxpj4hnriuu9k9xjuy0bvr6,-0.11701823516016266,0.9867213801398214,7,0.11450548605855948,3,5,4980.798924479697,883.5182721150413,2.1556390622295662,23,True,coinjoin
bc1q5uqpgb7r3ocwbfuk9e1v2isqp49kwv08hhxfgc,-0.17500920871165657,0.848867546987554,6,0.09879268629205741,1,5,91.87688387677332,38.28781673204803,2.2516291673878226,17,True,coinjoin
bc1qzdo74v1qx8ertb74rs7gu0env5sn961j88qeoz,0.3661562163393282,0.4582664383616788,4,0.093745549731119,2,2,64.13624117041368,27.1796089647376,1.5,55,False,
bc1q0kz4z7whwkmy9x8sylemruyp04k43safyh1fkj,-0.40004213818939827,0.5730776318294778,8,0.1663478653467939,4,4,29603.524901731093,6057.101597218447,2.75,17,False,
bc1q6qjiujv6oh9sdbdw2pcn9t84azytjxepq85jsg,0.09815929759127245,2.343972092271328,9,0.17034913027962362,3,6,6942.3467680724725,910.9599972433372,2.94770277922009,2,True,peeling
bc1qy36ddfgs3jonou9iy4x41dntcagrp2u4dtbh55,-0.392848799773017,0.5833546148111997,10,0.16402284245890744,3,7,5882.221204805063,1245.6063185219928,2.9219280948873623,56,True,coinjoin
bc1qtzk3ny9v20yar821uzvgww4fyb8dalfyo1750c,0.9199415753385614,4.36721375248494,5,0.0819453212256592,1,4,58.14911936451459,20.044881521520836,1.9219280948873623,45,True,peeling
bc1qd1xmxb9yo18pajssuuqo1vsmado8e7flqhrrpz,-0.1712004598371275,0.5266687163746522,2,0.058316928884732604,1,1,0.0,0.0,1.0,61,True,peeling
bc1qcxlvpymb5m9j98cwn2y8fv2bc2nnuvy8n1utox,-0.5002540810564131,0.5900348617003865,8,0.1514860956935387,4,5,49217.9995945878,9051.0548453569,2.725480556997868,39,True,coinjoin
bc1q9enulqjidknwi5flul1rsrla8s8hmbr5xqt4p5,-0.21522430018190783,0.5999455477188653,12,0.19642100022392903,6,6,24548.912620679694,5051.26538113207,3.084962500721156,43,True,"fanin,fanout"
bc1q2lhgcsotdhhlmh1t939ayq6ww8yl68ntk63n2q,-0.40183060237287976,0.5680293938495253,4,0.0657534872084163,3,1,95.57784300796752,32.41700974587567,2.0,39,False,
bc1qyo4rcb1kjtgq01tee13n3bzt9d31k9qm3p91i3,-0.3119115539297356,0.5886374442624369,11,0.17987538179041868,4,7,2597.3927486363277,706.2530358196694,2.913977073182752,64,True,peeling
bc1q5pdtz91x70fqldb2uuijnwpaytxw1vzc7d2kd1,-0.1823412239311182,0.5963540808084618,6,0.11321486539136875,3,3,1934.9266643019753,575.7259222987288,1.9182958340544896,40,False,
bc1qpoxrteo2t8fy620n8tteavt8k06moxsfh4gg24,-0.3646259532005044,0.45164267740563363,6,0.0985282344971981,4,2,20059.672124079876,4412.620833799033,2.584962500721156,64,True,peeling
bc1qpseimvihcwi64ciyhe7ur23gdppq0y9dom5igq,-0.20399197337777736,0.6031084860363176,13,0.24363875522114037,6,7,2535.8849311932395,423.58696776903065,3.238901256602631,4,False,
bc1qmyofqewaouaxeqbnhl1n13jcat9mx2x18hafey,0.5755796072066637,6.067955369857093,10,0.16415263611274397,4,6,144.31574326450448,37.8278637457211,2.6464393446710157,13,True,peeling
bc1qin3oeuvtyt8qzpky32orwixz2c9ros7yt2m6tw,-0.4616615524149731,0.5900144993241552,5,0.08781453407783255,2,3,41.52422064774024,16.221143580045204,2.321928094887362,60,True,peeling
bc1qs3kkv9rftmttqlgzui1b0z3nx39rbsv55psq0o,0.8911242897919395,6.610367558007912,6,0.11430277402513558,1,5,12323.335328076771,2589.6279176435105,2.584962500721156,21,True,fanout
bc1qktsg7fxzv4u3bbxux1oxrwk8r2ykccprhvlz04,-0.320131898743739,1.9215882266932767,11,0.18079212975944223,4,8,18333.5846345504,1837.9898294080162,2.617492461184755,42,False,
